Region,District,1.1_Adult_Male,1.1_Adult_Female,1.1_Youth_Male,1.1_Youth_Female,1.1_Reference,1.1_Total,2.1_Adult_Male,2.1_Adult_Female,2.1_Youth_Male,2.1_Youth_Female,2.1_Reference,2.1_Total,2.2_Adult_Male,2.2_Adult_Female,2.2_Youth_Male,2.2_Youth_Female,2.2_Reference,2.2_Total,3.1_Adult_Male,3.1_Adult_Female,3.1_Youth_Male,3.1_Youth_Female,3.1_Reference,3.1_Total,3.11_Adult_Male,3.11_Adult_Female,3.11_Youth_Male,3.11_Youth_Female,3.11_Reference,3.11_Total,3.12_Adult_Male,3.12_Adult_Female,3.12_Youth_Male,3.12_Youth_Female,3.12_Reference,3.12_Total,3.13_Adult_Male,3.13_Adult_Female,3.13_Youth_Male,3.13_Youth_Female,3.13_Reference,3.13_Total,3.14_Adult_Male,3.14_Adult_Female,3.14_Youth_Male,3.14_Youth_Female,3.14_Reference,3.14_Total,3.15_Adult_Male,3.15_Adult_Female,3.15_Youth_Male,3.15_Youth_Female,3.15_Reference,3.15_Total,3.16_Adult_Male,3.16_Adult_Female,3.16_Youth_Male,3.16_Youth_Female,3.16_Reference,3.16_Total,3.17_Adult_Male,3.17_Adult_Female,3.17_Youth_Male,3.17_Youth_Female,3.17_Reference,3.17_Total,3.2_Adult_Male,3.2_Adult_Female,3.2_Youth_Male,3.2_Youth_Female,3.2_Reference,3.2_Total,3.3_Adult_Male,3.3_Adult_Female,3.3_Youth_Male,3.3_Youth_Female,3.3_Reference,3.3_Total,3.4_Adult_Male,3.4_Adult_Female,3.4_Youth_Male,3.4_Youth_Female,3.4_Reference,3.4_Total,3.5_Adult_Male,3.5_Adult_Female,3.5_Youth_Male,3.5_Youth_Female,3.5_Reference,3.5_Total,3.6_Adult_Male,3.6_Adult_Female,3.6_Youth_Male,3.6_Youth_Female,3.6_Reference,3.6_Total,3.7_Adult_Male,3.7_Adult_Female,3.7_Youth_Male,3.7_Youth_Female,3.7_Reference,3.7_Total,3.8_Adult_Male,3.8_Adult_Female,3.8_Youth_Male,3.8_Youth_Female,3.8_Reference,3.8_Total,3.9_Adult_Male,3.9_Adult_Female,3.9_Youth_Male,3.9_Youth_Female,3.9_Reference,3.9_Total,4.1_Adult_Male,4.1_Adult_Female,4.1_Youth_Male,4.1_Youth_Female,4.1_Reference,4.1_Total,4.2_Adult_Male,4.2_Adult_Female,4.2_Youth_Male,4.2_Youth_Female,4.2_Reference,4.2_Total,4.3_Adult_Male,4.3_Adult_Female,4.3_Youth_Male,4.3_Youth_Female,4.3_Reference,4.3_Total,4.4_Adult_Male,4.4_Adult_Female,4.4_Youth_Male,4.4_Youth_Female,4.4_Reference,4.4_Total,4.5_Adult_Male,4.5_Adult_Female,4.5_Youth_Male,4.5_Youth_Female,4.5_Reference,4.5_Total,4.6_Adult_Male,4.6_Adult_Female,4.6_Youth_Male,4.6_Youth_Female,4.6_Reference,4.6_Total,4.7_Adult_Male,4.7_Adult_Female,4.7_Youth_Male,4.7_Youth_Female,4.7_Reference,4.7_Total,5.1_Adult_Male,5.1_Adult_Female,5.1_Youth_Male,5.1_Youth_Female,5.1_Reference,5.1_Total,5.2_Adult_Male,5.2_Adult_Female,5.2_Youth_Male,5.2_Youth_Female,5.2_Reference,5.2_Total,5.3_Adult_Male,5.3_Adult_Female,5.3_Youth_Male,5.3_Youth_Female,5.3_Reference,5.3_Total,5.4_Adult_Male,5.4_Adult_Female,5.4_Youth_Male,5.4_Youth_Female,5.4_Reference,5.4_Total,5.5_Adult_Male,5.5_Adult_Female,5.5_Youth_Male,5.5_Youth_Female,5.5_Reference,5.5_Total,6.1_Adult_Male,6.1_Adult_Female,6.1_Youth_Male,6.1_Youth_Female,6.1_Reference,6.1_Total,6.2_Adult_Male,6.2_Adult_Female,6.2_Youth_Male,6.2_Youth_Female,6.2_Reference,6.2_Total,6.3_Adult_Male,6.3_Adult_Female,6.3_Youth_Male,6.3_Youth_Female,6.3_Reference,6.3_Total,6.4_Adult_Male,6.4_Adult_Female,6.4_Youth_Male,6.4_Youth_Female,6.4_Reference,6.4_Total,6.5_Adult_Male,6.5_Adult_Female,6.5_Youth_Male,6.5_Youth_Female,6.5_Reference,6.5_Total,6.6_Adult_Male,6.6_Adult_Female,6.6_Youth_Male,6.6_Youth_Female,6.6_Reference,6.6_Total,6.7_Adult_Male,6.7_Adult_Female,6.7_Youth_Male,6.7_Youth_Female,6.7_Reference,6.7_Total,6.8_Adult_Male,6.8_Adult_Female,6.8_Youth_Male,6.8_Youth_Female,6.8_Reference,6.8_Total,7.1_Adult_Male,7.1_Adult_Female,7.1_Youth_Male,7.1_Youth_Female,7.1_Reference,7.1_Total,7.11_Adult_Male,7.11_Adult_Female,7.11_Youth_Male,7.11_Youth_Female,7.11_Reference,7.11_Total,7.2_Adult_Male,7.2_Adult_Female,7.2_Youth_Male,7.2_Youth_Female,7.2_Reference,7.2_Total,7.3_Adult_Male,7.3_Adult_Female,7.3_Youth_Male,7.3_Youth_Female,7.3_Reference,7.3_Total,7.4_Adult_Male,7.4_Adult_Female,7.4_Youth_Male,7.4_Youth_Female,7.4_Reference,7.4_Total,7.5_Adult_Male,7.5_Adult_Female,7.5_Youth_Male,7.5_Youth_Female,7.5_Reference,7.5_Total,7.6_Adult_Male,7.6_Adult_Female,7.6_Youth_Male,7.6_Youth_Female,7.6_Reference,7.6_Total,7.7_Adult_Male,7.7_Adult_Female,7.7_Youth_Male,7.7_Youth_Female,7.7_Reference,7.7_Total,7.8_Adult_Male,7.8_Adult_Female,7.8_Youth_Male,7.8_Youth_Female,7.8_Reference,7.8_Total,7.9_Adult_Male,7.9_Adult_Female,7.9_Youth_Male,7.9_Youth_Female,7.9_Reference,7.9_Total,8.1_Adult_Male,8.1_Adult_Female,8.1_Youth_Male,8.1_Youth_Female,8.1_Reference,8.1_Total,8.2_Adult_Male,8.2_Adult_Female,8.2_Youth_Male,8.2_Youth_Female,8.2_Reference,8.2_Total,8.3_Adult_Male,8.3_Adult_Female,8.3_Youth_Male,8.3_Youth_Female,8.3_Reference,8.3_Total,8.4_Adult_Male,8.4_Adult_Female,8.4_Youth_Male,8.4_Youth_Female,8.4_Reference,8.4_Total,8.5_Adult_Male,8.5_Adult_Female,8.5_Youth_Male,8.5_Youth_Female,8.5_Reference,8.5_Total,8.6_Adult_Male,8.6_Adult_Female,8.6_Youth_Male,8.6_Youth_Female,8.6_Reference,8.6_Total,8.7_Adult_Male,8.7_Adult_Female,8.7_Youth_Male,8.7_Youth_Female,8.7_Reference,8.7_Total,9.1_Adult_Male,9.1_Adult_Female,9.1_Youth_Male,9.1_Youth_Female,9.1_Reference,9.1_Total,9.2_Adult_Male,9.2_Adult_Female,9.2_Youth_Male,9.2_Youth_Female,9.2_Reference,9.2_Total,9.3_Adult_Male,9.3_Adult_Female,9.3_Youth_Male,9.3_Youth_Female,9.3_Reference,9.3_Total,9.4_Adult_Male,9.4_Adult_Female,9.4_Youth_Male,9.4_Youth_Female,9.4_Reference,9.4_Total,9.5_Adult_Male,9.5_Adult_Female,9.5_Youth_Male,9.5_Youth_Female,9.5_Reference,9.5_Total,9.6_Adult_Male,9.6_Adult_Female,9.6_Youth_Male,9.6_Youth_Female,9.6_Reference,9.6_Total,9.7_Adult_Male,9.7_Adult_Female,9.7_Youth_Male,9.7_Youth_Female,9.7_Reference,9.7_Total,9.8_Adult_Male,9.8_Adult_Female,9.8_Youth_Male,9.8_Youth_Female,9.8_Reference,9.8_Total,10.1_Adult_Male,10.1_Adult_Female,10.1_Youth_Male,10.1_Youth_Female,10.1_Reference,10.1_Total,10.2_Adult_Male,10.2_Adult_Female,10.2_Youth_Male,10.2_Youth_Female,10.2_Reference,10.2_Total,11.1_Adult_Male,11.1_Adult_Female,11.1_Youth_Male,11.1_Youth_Female,11.1_Reference,11.1_Total,11.2_Adult_Male,11.2_Adult_Female,11.2_Youth_Male,11.2_Youth_Female,11.2_Reference,11.2_Total,11.3_Adult_Male,11.3_Adult_Female,11.3_Youth_Male,11.3_Youth_Female,11.3_Reference,11.3_Total,11.4_Adult_Male,11.4_Adult_Female,11.4_Youth_Male,11.4_Youth_Female,11.4_Reference,11.4_Total,12.1_Adult_Male,12.1_Adult_Female,12.1_Youth_Male,12.1_Youth_Female,12.1_Reference,12.1_Total,12.2_Adult_Male,12.2_Adult_Female,12.2_Youth_Male,12.2_Youth_Female,12.2_Reference,12.2_Total,12.3_Adult_Male,12.3_Adult_Female,12.3_Youth_Male,12.3_Youth_Female,12.3_Reference,12.3_Total,12.4_Adult_Male,12.4_Adult_Female,12.4_Youth_Male,12.4_Youth_Female,12.4_Reference,12.4_Total,13.1_Adult_Male,13.1_Adult_Female,13.1_Youth_Male,13.1_Youth_Female,13.1_Reference,13.1_Total,13.11_Adult_Male,13.11_Adult_Female,13.11_Youth_Male,13.11_Youth_Female,13.11_Reference,13.11_Total,13.12_Adult_Male,13.12_Adult_Female,13.12_Youth_Male,13.12_Youth_Female,13.12_Reference,13.12_Total,13.13_Adult_Male,13.13_Adult_Female,13.13_Youth_Male,13.13_Youth_Female,13.13_Reference,13.13_Total,13.14_Adult_Male,13.14_Adult_Female,13.14_Youth_Male,13.14_Youth_Female,13.14_Reference,13.14_Total,13.15_Adult_Male,13.15_Adult_Female,13.15_Youth_Male,13.15_Youth_Female,13.15_Reference,13.15_Total,13.16_Adult_Male,13.16_Adult_Female,13.16_Youth_Male,13.16_Youth_Female,13.16_Reference,13.16_Total,13.17_Adult_Male,13.17_Adult_Female,13.17_Youth_Male,13.17_Youth_Female,13.17_Reference,13.17_Total,13.18_Adult_Male,13.18_Adult_Female,13.18_Youth_Male,13.18_Youth_Female,13.18_Reference,13.18_Total,13.19_Adult_Male,13.19_Adult_Female,13.19_Youth_Male,13.19_Youth_Female,13.19_Reference,13.19_Total,13.2_Adult_Male,13.2_Adult_Female,13.2_Youth_Male,13.2_Youth_Female,13.2_Reference,13.2_Total,13.21_Adult_Male,13.21_Adult_Female,13.21_Youth_Male,13.21_Youth_Female,13.21_Reference,13.21_Total,13.22_Adult_Male,13.22_Adult_Female,13.22_Youth_Male,13.22_Youth_Female,13.22_Reference,13.22_Total,13.23_Adult_Male,13.23_Adult_Female,13.23_Youth_Male,13.23_Youth_Female,13.23_Reference,13.23_Total,13.24_Adult_Male,13.24_Adult_Female,13.24_Youth_Male,13.24_Youth_Female,13.24_Reference,13.24_Total,13.3_Adult_Male,13.3_Adult_Female,13.3_Youth_Male,13.3_Youth_Female,13.3_Reference,13.3_Total,13.4_Adult_Male,13.4_Adult_Female,13.4_Youth_Male,13.4_Youth_Female,13.4_Reference,13.4_Total,13.5_Adult_Male,13.5_Adult_Female,13.5_Youth_Male,13.5_Youth_Female,13.5_Reference,13.5_Total,13.6_Adult_Male,13.6_Adult_Female,13.6_Youth_Male,13.6_Youth_Female,13.6_Reference,13.6_Total,13.7_Adult_Male,13.7_Adult_Female,13.7_Youth_Male,13.7_Youth_Female,13.7_Reference,13.7_Total,13.8_Adult_Male,13.8_Adult_Female,13.8_Youth_Male,13.8_Youth_Female,13.8_Reference,13.8_Total,13.9_Adult_Male,13.9_Adult_Female,13.9_Youth_Male,13.9_Youth_Female,13.9_Reference,13.9_Total,14.1_Adult_Male,14.1_Adult_Female,14.1_Youth_Male,14.1_Youth_Female,14.1_Reference,14.1_Total,14.11_Adult_Male,14.11_Adult_Female,14.11_Youth_Male,14.11_Youth_Female,14.11_Reference,14.11_Total,14.2_Adult_Male,14.2_Adult_Female,14.2_Youth_Male,14.2_Youth_Female,14.2_Reference,14.2_Total,14.3_Adult_Male,14.3_Adult_Female,14.3_Youth_Male,14.3_Youth_Female,14.3_Reference,14.3_Total,14.4_Adult_Male,14.4_Adult_Female,14.4_Youth_Male,14.4_Youth_Female,14.4_Reference,14.4_Total,14.5_Adult_Male,14.5_Adult_Female,14.5_Youth_Male,14.5_Youth_Female,14.5_Reference,14.5_Total,14.6_Adult_Male,14.6_Adult_Female,14.6_Youth_Male,14.6_Youth_Female,14.6_Reference,14.6_Total,14.7_Adult_Male,14.7_Adult_Female,14.7_Youth_Male,14.7_Youth_Female,14.7_Reference,14.7_Total,14.8_Adult_Male,14.8_Adult_Female,14.8_Youth_Male,14.8_Youth_Female,14.8_Reference,14.8_Total,14.9_Adult_Male,14.9_Adult_Female,14.9_Youth_Male,14.9_Youth_Female,14.9_Reference,14.9_Total,15.1_Adult_Male,15.1_Adult_Female,15.1_Youth_Male,15.1_Youth_Female,15.1_Reference,15.1_Total,15.11_Adult_Male,15.11_Adult_Female,15.11_Youth_Male,15.11_Youth_Female,15.11_Reference,15.11_Total,15.12_Adult_Male,15.12_Adult_Female,15.12_Youth_Male,15.12_Youth_Female,15.12_Reference,15.12_Total,15.14_Adult_Male,15.14_Adult_Female,15.14_Youth_Male,15.14_Youth_Female,15.14_Reference,15.14_Total, 15.15_Adult_Male, 15.15_Adult_Female, 15.15_Youth_Male, 15.15_Youth_Female, 15.15_Reference, 15.15_Total,15.16_Adult_Male,15.16_Adult_Female,15.16_Youth_Male,15.16_Youth_Female,15.16_Reference,15.16_Total,15.17_Adult_Male,15.17_Adult_Female,15.17_Youth_Male,15.17_Youth_Female,15.17_Reference,15.17_Total,15.18_Adult_Male,15.18_Adult_Female,15.18_Youth_Male,15.18_Youth_Female,15.18_Reference,15.18_Total,15.19_Adult_Male,15.19_Adult_Female,15.19_Youth_Male,15.19_Youth_Female,15.19_Reference,15.19_Total,15.2_Adult_Male,15.2_Adult_Female,15.2_Youth_Male,15.2_Youth_Female,15.2_Reference,15.2_Total,15.21_Adult_Male,15.21_Adult_Female,15.21_Youth_Male,15.21_Youth_Female,15.21_Reference,15.21_Total,15.22_Adult_Male,15.22_Adult_Female,15.22_Youth_Male,15.22_Youth_Female,15.22_Reference,15.22_Total,15.23_Adult_Male,15.23_Adult_Female,15.23_Youth_Male,15.23_Youth_Female,15.23_Reference,15.23_Total,15.3_Adult_Male,15.3_Adult_Female,15.3_Youth_Male,15.3_Youth_Female,15.3_Reference,15.3_Total,15.4_Adult_Male,15.4_Adult_Female,15.4_Youth_Male,15.4_Youth_Female,15.4_Reference,15.4_Total,15.5_Adult_Male,15.5_Adult_Female,15.5_Youth_Male,15.5_Youth_Female,15.5_Reference,15.5_Total,15.6_Adult_Male,15.6_Adult_Female,15.6_Youth_Male,15.6_Youth_Female,15.6_Reference,15.6_Total,15.7_Adult_Male,15.7_Adult_Female,15.7_Youth_Male,15.7_Youth_Female,15.7_Reference,15.7_Total,15.8_Adult_Male,15.8_Adult_Female,15.8_Youth_Male,15.8_Youth_Female,15.8_Reference,15.8_Total,15.9_Adult_Male,15.9_Adult_Female,15.9_Youth_Male,15.9_Youth_Female,15.9_Reference,15.9_Total,16.1_Adult_Male,16.1_Adult_Female,16.1_Youth_Male,16.1_Youth_Female,16.1_Reference,16.1_Total,16.2_Adult_Male,16.2_Adult_Female,16.2_Youth_Male,16.2_Youth_Female,16.2_Reference,16.2_Total,17_Adult_Male,17_Adult_Female,17_Youth_Male,17_Youth_Female,17_Reference,17_Total
All (National Coverage),All (National Coverage),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jul - Sep 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iringa,Iringa DC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iringa,Kilolo DC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iringa,Mufindi DC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
